asli;olah;target
"Nak tau apa specialnya dgn blouse bubble mesra vaksin ni?

1️⃣ mesra vaksin! zip di kiri &amp; kanan
2️⃣ ironless
3️⃣ m… https://t.co/zRVpvoUSYw";;neutral
Jumat besok vaksin dosis 2 😪😪;;positive
seronok tengok budak budak semangat amik vaksin even dipaksa or not hshshshshsh;;neutral
@sabdoingsun Selamat siang Kak. Calon penumpang KA Jarak Jauh wajib menunjukkan surat keterangan hasil negatif RT-P… https://t.co/OyJaGMx9xe;"Selamat siang Kak. Calon penumpang KA Jarak Jauh wajib menunjukkan surat keterangan hasil negatif RT-PCR atau Rapid-Test Antigen yang masih berlaku. Serta wajib menunjukkan kartu/sertifikat vaksin, minimal dosis pertama. |1
";neutral
Vaksin Covid-19 bermanfaat untuk memberi perlindungan tubuh agar tidak jatuh sakit akibat Covid-19 dengan cara meni… https://t.co/uYzz13rZhP;"Vaksin Covid-19 bermanfaat untuk memberi perlindungan tubuh agar tidak jatuh sakit akibat Covid-19 dengan cara menimbulkan kekebalan spesifik dalam tubuh.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";positive
Dengan menurunkan laju infeksi Covid-19 dan memutus mata rantai pandemi Covid-19, kita pun dapat melindungi generas… https://t.co/43UnyW5tdd;"Dengan menurunkan laju infeksi Covid-19 dan memutus mata rantai pandemi Covid-19, kita pun dapat melindungi generasi selanjutnya dari penderitaan panjang terinfeksi Covid-19 dengan vaksin.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";positive
"Temen-temen, mohon doanya besok aku vaksin. Semoga semua baik-baik saja, aamiin aamiin ya Robbal'alamiin &gt;&lt;🙏";;positive
"Mari Katong Sama-Sama Wujudkan Herd Immunity Deng Laksanakan Vaksin 

#PercepatKekebalanKomunal
Tercapai Herd Immun… https://t.co/sB0huxVDZD";;positive
Ribuan Dosis Vaksin disuntikan Masyarakat Bojonegoro https://t.co/8n1QDDEp2i;;neutral
@detikcom ALHAMDULILAH udah vaksin 1,2 🙏❤;;positive
@IdKinoz 👍👍cukup mengikuti perkembangan nya... tanpa sok pintar menyuarakan anti vaksin hanya menggunakan logika da… https://t.co/rXp9h2fLZJ;"👍👍cukup mengikuti perkembangan nya... tanpa sok pintar menyuarakan anti vaksin hanya menggunakan logika dan nyomot"" berita di sosmed yg di jadikan bahan biar terlihat pintar tntng vaksin.";positive
Vaksin Covid-19 bermanfaat untuk memberi perlindungan tubuh agar tidak jatuh sakit akibat Covid-19 dengan cara meni… https://t.co/gshOtZCrt4;"Vaksin Covid-19 bermanfaat untuk memberi perlindungan tubuh agar tidak jatuh sakit akibat Covid-19 dengan cara menimbulkan kekebalan spesifik dalam tubuh.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";positive
@ayam_geprek_kun boleh liat kak kucingnya? udh vaksin blom yaa;;neutral
"Oshi vaksin hari ini = aku vaksin hari ini 👍🏻 

@Celine_JKT48 https://t.co/I9l3ZgBq1z";;positive
"Yang Mw cod untk Cikarang silahkan yah

Tp aku dpt hotel yg wajib vaksin masuk nya harus pake aplikasi peduli lindu… https://t.co/ex3cnn8ZeJ";;neutral
@SinarOnline Wajar la di kompoun Rm100,000! Amik vaksin haram,tipu sijil vaksin Halal;;negative
@moviemenfes tapi diusahakan udah 2x vaksin dulu ya nder;;neutral
@lespreolov Hayuk gasin tapi vaksin 1 udah boleh masuk belum sih?;;neutral
Kirain abis vaksin dikasih bubur kacang ijo;;neutral
"Ayo ikut vaksin ‼️

Bagi anda yang belum mendapatkan vaksin, gerai Vaksinasi Presisi membuka pelayanan Vaksinasi Me… https://t.co/WGwge2UZVA";;positive
@MLimamS @jawafess Ngomongo kro sing nyuntik mas, vaksin e diombe ae entuk ora;;positive
@SinarOnline Masyukkkk.. Ingatkan buat vaksin saje kaya, jual sijil vaksin palsu pun sama.😂;;negative
"Ayo Ikuti Vaksinasi Covid-19 Dalam rangka Vaksinasi Merdeka
.
Rabu, 22 September 2021 Pukul 08.00 s/d 14.00 Wib di… https://t.co/8Kgt3Aj8mE";;positive
@AREAJULID Pertahanin ya orang-orang. Jangan langsung seenaknya juga. Tetep jaga prokes + wajib vaksin.;;positive
"VAKSIN MERDEKA SERENTAK Pada 96 Di Seluruh Indonesia 22 September 2021

#VaksinasiMerdekaPolri https://t.co/rh3ERAevFG";;neutral
"@detikcom Abis di vaksin pada berubah jd beruang kutub 🤣. Depoookkkkk kota terrrr-absurd 
se endonesaaahhhh.";;negative
@IrvanWis Peran DPR menekankan pentingnya vaksin agar siswa lebih aman saat mengikuti pembelajaran tatap muka (PTM) di sekolah.;;positive
Perak mula memberikan suntikan vaksin Covid-19 kepada remaja berumur 12 hingga 17 tahun yang mempunyai masalah kesi… https://t.co/zva5UgnIdD;"Perak mula memberikan suntikan vaksin Covid-19 kepada remaja berumur 12 hingga 17 tahun yang mempunyai masalah kesihatan tertentu (komorbid) sejak 13 September manakala remaja 16 hingga 17 tahun tiada komorbid bermula pada Isnin lepas. #sinarharian
";neutral
@gembuyys Vaksin campak ya?;;neutral
"Di mode malam po yo awakku
Bar di vaksin roso e pengen turu";;neutral
Aku abis vaksin m0derna, bismillah semoga kipinya bersahabat huhuhu;;positive
slowresp ya aku mw vaksin 2;;positive
@bertanyarl tetap jaga prokes ya guys, vaksin yang belum vaksin. dan stay healthy ya!!!;;positive
@tetehdrinktea @HelmiAlvares @bdngfess Gitu ya, soalnya kaya harus nyeritain perjuangan buat dapet vaksin.;;negative
Besok di sekolah vaksin,,tpi sy sudah vaksin✌🏻✌🏻;;positive
@PartaiSocmed Kemarin desak utk bisa PTM, sekarang sudah bisa PTM dengan prokes yg ketat, perlahan vaksin utk guru… https://t.co/mJXrhIjInN;"Kemarin desak utk bisa PTM, sekarang sudah bisa PTM dengan prokes yg ketat, perlahan vaksin utk guru dan pelajar juga berjalan tapi masih aja disalahkan. 

Yuk saling bahu membahu, setidaknya jgn bnyk nyinyir..";neutral
@bertanyarl sinovac, pas v1 pegel sama efeknya laper, pas v2 suntikannya ga berasa sih efek lapernya makin makin, i… https://t.co/LvUFH7o4Gm;"sinovac, pas v1 pegel sama efeknya laper, pas v2 suntikannya ga berasa sih efek lapernya makin makin, ibuku sampe nanya ""kok ibu jadi makan terus ya abis vaksin"" wkwkwk";positive
Pegel bgt habis vaksin😭😭;;negative
Alhamdulillah ada peraturan yg menguntungkan bagi Rakyat, yg belum vaksin dilarang ke Mal smpai ke minimarket, yuk… https://t.co/uUrqcnreIR;Alhamdulillah ada peraturan yg menguntungkan bagi Rakyat, yg belum vaksin dilarang ke Mal smpai ke minimarket, yuk mulai giatkan kembali membeli ke warung terdekat..;neutral
@18fessss Dateng aja lagi ke tempat vaksin kemungkinan data nya belum diinput.;;neutral
Polda Riau Gandeng Perguruan Tinggi Siapkan 9000  Vaksin Dan 1500 Paket Bansos https://t.co/34kFYzae35;;neutral
main klo abis vaksin aja wkwk;;neutral
@sabila_fadillah Tapi jadi engga vaksin nya;;neutral
@om_samid Vaksin mah udah lengkap wkwkwk🥳 mengpartty blackpink🤣;;positive
Menteri Luar Negeri Retno Marsudi bertemu Menlu Arab Saudi Faisal bin Farhan untuk melobi negara itu agar meninjau… https://t.co/L8ozApC7dE;"Menteri Luar Negeri Retno Marsudi bertemu Menlu Arab Saudi Faisal bin Farhan untuk melobi negara itu agar meninjau ulang kebijakannya terkait vaksin COVID-19 dan pelaksanaan ibadah umrah bagi calon jamaah Indonesia.
";neutral
Vaksinasi masal telah dilakukan serantak di seluruh Indonesia. Ada beberapa jenis vaksin diperkenankan digunakan di… https://t.co/gSc9eZCe4y;"Vaksinasi masal telah dilakukan serantak di seluruh Indonesia. Ada beberapa jenis vaksin diperkenankan digunakan di Indonesia. Sebagaimana yang dijelaskan dalam Keputusan Menteri Kesehatan Nomor HK.01.07/Mankes/12758/2020 Tentang Penetapan Jenis Vaksin.
";neutral
Peltu Zulfuedi Danposramil Jeumpa Kodim 0111/Bireuen bersama Muspika Kec. Jeumpa melaksanakan kegiatan sosialisasi… https://t.co/klKOf0rZKu;"Peltu Zulfuedi Danposramil Jeumpa Kodim 0111/Bireuen bersama Muspika Kec. Jeumpa melaksanakan kegiatan sosialisasi dan pemantauan kegiatan Vaksin di SMKN 1 Jeumpa  di SMKN I Jeumpa desa Teupok Tunong Kec. Jeumpa Kab. Bireuen.Rabu (22/09/21)
";neutral
efek vaksin di badan gua telat bat anjir baru skrng , sebadan nyeri semua kek nya otw demam juga;;negative
@hmetromy Sapa tak nak ambik vaksin bg unpaid leave. Duduk rumah diam2.;;neutral
"Ngeyel bgt sii😭
Kalau kamu gamau vaksin yaudah it's okay
Tapi yaa, jangan nyebar hoaks kalau divaksin ntar meninggo… https://t.co/Cymo6A6Oy5";;neutral
susahnya cari vaksin 😔;;negative
@tooruuw Lebih sakit dr vaksin pertama pokoknya😭😭;;negative
PLS SIAPAUN yg mrasa temenan sm ajak sy nonton sangchii, mau ajak emak tp kayaknya lemes bgt habis vaksin ke 2 ...... 😔😔😭😭😭;;negative
@babyyrohaa12 Makaciii beebb💗 ini efek vaksin si tp ku ga expect demamnya dahsyat🥲 kamu juga janlup mamm;;negative
@FlorentinVerena Vaksin dulu gih, biar bisa masup bioskop.. wkwk;;positive
@sayaaslinyadua vaksin tu 3 kali ga si? aku tadi yg ke 2;;positive
@thisoici Lebih sakit dr vaksin pertama pokoknya😭;;negative
@bertanyarl Ikut seneng, gw juga baru habis vaksin 2 hari ini😭;;positive
2 hari setelah vaksin moderna Alhamdulillah gapapa, cuma pegel aja di tangan yg bekas suntikannya, walaupun sempet… https://t.co/B7HKG01p1v;"2 hari setelah vaksin moderna Alhamdulillah gapapa, cuma pegel aja di tangan yg bekas suntikannya, walaupun sempet sedikit pusing tp bentaran aja dibawa tidur ilang
";positive
Bolehkah Penderita Alergi Obat Sulfa Suntik Vaksin Covid-19? https://t.co/aBpUjG9ZNl https://t.co/5z18A2Uq1b;;neutral
"5. Bukti telah divaksin minimal dosis pertama bagi peserta di JAWA, MADURA, DAN BALI

*bukti vaksin bisa berupa ser… https://t.co/JLe3COouMm";;neutral
@SlaiOlai_Seru Siappp min.. baru sebulan lalu terpapar covid 19,, jadi harus nunggu 2 bulan lagi bru bisa vaksin 😁😁;;neutral
abis vaksin dosis ke 2. doppingann nya nasi padang rendang. skr kopi.. gilee ya masi kliyengan dikit coy😵‍💫;;negative
Ayo jangan takut ikut vaksin untuk keselamatan bersama https://t.co/5E34MaDJ8C;"Ayo jangan takut ikut vaksin untuk keselamatan bersama
";positive
Rotary International District 3590 (organisasi non-profit yang menjalankan kampanye untuk mengumpulkan dana vaksin… https://t.co/9530jNXoVm;Rotary International District 3590 (organisasi non-profit yang menjalankan kampanye untuk mengumpulkan dana vaksin untuk memberantas polio) mengkonfirmasi bahwa Jimin telah mengirimkan 100 juta Won & memiliki total 3.900 anggota di Gyeongnam, ++;neutral
Gesa tindakan tegas terhadap penjual sijil vaksin palsu https://t.co/9t9iVO23e5;;neutral
Warga Binaan Lapas Pekanbaru Disuntik Vaksin Dosis Kedua https://t.co/FoqilXTZtA;;neutral
@KKMPutrajaya @DrNoorAzmi Mana ada walk-in DrNoor Azmi! remaja dan sekolah perlu buat temujanji untuk pergi dapatka… https://t.co/ac7ZvpwmIy;"Mana ada walk-in DrNoor Azmi! remaja dan sekolah perlu buat temujanji untuk pergi dapatkan vaksin di PPV walk-in🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️👎🏻
";neutral
"Sijil vaksin itu dipercayai dijual dengan harga RM300 hingga RM1,500- Dr Mohd Fared #sinarharian

https://t.co/kxTtG05vyi";;neutral
ITU YG BILANG VAKSIN GASAKIT SIAPA;;negative
@kuwcingg congrats, vaksin keberapa nih?;;neutral
@u9lykidsjoe2 @cybsquad_ @dr_koko28 Harusnya adanya KIPI segera setelah vaksin disuntikan kedlm tubuh sy yg mengaki… https://t.co/J4hStjfAyY;Harusnya adanya KIPI segera setelah vaksin disuntikan kedlm tubuh sy yg mengakibatkan tubuh sy mengalami sakit atau cacat atau kematian.....;neutral
JAIS serah nama individu tolak vaksin kepada Sultan Selangor https://t.co/jVkEKs1IRT;;neutral
@fintaeJK kemaren juga aku vaksin yang kedua rasanya lebih sakit dari yang pertama 😞;;negative
Pfizer dan BioNTech menyatakan klaim vaksin Pfizer aman untuk anak usia TK dan SD, 5-11 tahun setelah uji klinis. B… https://t.co/HJsZX9Frrj;Pfizer dan BioNTech menyatakan klaim vaksin Pfizer aman untuk anak usia TK dan SD, 5-11 tahun setelah uji klinis. Bagaimana dosis dan perizinannya?;neutral
siapa yg blm vaksin? https://t.co/QQRo9EByFz;"siapa yg blm vaksin?
";neutral
Gak vaksin, Gak sekolah, Apa susahnya tinggal kawin aja, alah sia boy. ( Ucah si knt*l yang masa depannya jualan Pop Ice );;negative
"@bertanyarl astra 
vaksin nya pagi malem nya baru kena efek dari demam mual sampe pusing";;neutral
@dripstailed kaa mjb, flixcinema ggp masuknya harus udah vaksin 2? Atau vaksin 1 bisa masuk ya ka?;;neutral
"LUAR Biasa...pada Akhirnya... Covid19...
Ujung2nya... BISNIS... Kesehatan NYAWA MANUSIA.
PANIC &amp; Ketakutan.. Sebaga… https://t.co/zrmif1MBms";;neutral
@Humas_Polda_Ktg Kegiatan vaksinasi massal ini dilakukan serentak di Jawa Tengah dengan dosis yang berjumlah 20 rib… https://t.co/9AteCQS5xX;"Kegiatan vaksinasi massal ini dilakukan serentak di Jawa Tengah dengan dosis yang berjumlah 20 ribu dosis vaksin.

#PercepatKekebalanKomunal
Tercapai Herd Immunity
";neutral
@hynexbe parno bgt besok mau vaksin;;negative
gilsssss. jadi makin penasaran. tayang di bioskop sini ngga sieeee. aduhh tapi aku belum vaksin https://t.co/20MKiKaBD4;;neutral
@boboiboih ngga sakit, ak abis vaksin nih 👍🏻;;positive
"[INFO VAKSIN DOSIS 1]
Yang masih mencari vaksin dosis 1, syarat-syarat dan alamat bisa di cek di gambar ini ya.

Mo… https://t.co/do0ndl3bWS";;neutral
Abis vaksin dosis 2 langsung gas ngemie ayam;;positive
@Humas_Polda_Ktg Kegiatan vaksinasi massal ini dilakukan serentak di Jawa Tengah dengan dosis yang berjumlah 20 rib… https://t.co/PjzweQlxoH;"Kegiatan vaksinasi massal ini dilakukan serentak di Jawa Tengah dengan dosis yang berjumlah 20 ribu dosis vaksin.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";neutral
@terpipitpipit Oh gua waktu itu vaksin di sekolah sih. Semoga bisa yup;;neutral
"Babinsa Koramil 1416-05/Maligano
Serda Wahyuddin, melaksanakan pendamping dan pemantauan kegiatan  Vaksin Covid-19… https://t.co/Loys3GTARq";;neutral
@FOOD_FESS Abis vaksin harus beli mie ayam🙂;;positive
@McdKambing @manjirosukuzaff Waaa wiii wow hang dah vaksin ka? Awat x habaq? Waduhhh;;neutral
"VAKSIN COVID-19 
MEMBANTU MENYELAMATKAN NYAWA,
NAMUN VAKSIN SAJA TIDAK CUKUP UNTUK MENGHENTIKAN PANDEMI INI
TETAP P… https://t.co/NZml6g1dV6";;neutral
Reposted from @humaspoldabanten Kapolri: Penurunan Kasus Covid-19 Seiring Dengan Pertumbuhan Ekonomi… https://t.co/ZjNNW3mJnR;"Reposted from @humaspoldabanten Kapolri: Penurunan Kasus Covid-19 Seiring Dengan Pertumbuhan Ekonomi

#PercepatKekebalanKomunal
Tercapai Herd Immunity  

Ayoo Vaksin...... https://instagram.com/p/CUHN-S1pmN3/?utm_medium=twitter";neutral
@yawitttya @radenrauf abis di vaksin jadi gitu tu cowonya;;neutral
@mitaanggraini3 Mari vaksin selak mudun layar film e;;positive
Akuuu dah vaksin 😗 https://t.co/PwHK1EC1cJ;;positive
Abis vaksin ketiga tapi gadapet piring cantik;;positive
pam vaksin di Desa madura https://t.co/m0WNANgW2p;pam vaksin di Desa madura;neutral
"VAKSIN COVID-19 
MEMBANTU MENYELAMATKAN NYAWA,
NAMUN VAKSIN SAJA TIDAK CUKUP UNTUK MENGHENTIKAN PANDEMI INI
TETAP P… https://t.co/KdsMrbQOz7";;neutral
@lolliipaap kalo ga bisa tuh, km sms ke nomor darurat yg di kasih itu loh. itu bisa kok munculin sertif, tpi kalo b… https://t.co/2NQkphkQZK;"kalo ga bisa tuh, km sms ke nomor darurat yg di kasih itu loh. itu bisa kok munculin sertif, tpi kalo baru vaksin mending nunggu beberapa hari aja dulu.
";neutral
Any feedback for those yang dah ambil vaksin ?? Aku tengah takut ni 😌 aku baru lepas baca kawan aku punya, dia caka… https://t.co/pwsFRmld1b;"Any feedback for those yang dah ambil vaksin ?? Aku tengah takut ni 😌 aku baru lepas baca kawan aku punya, dia cakap sakit , and tangan kebas² 🙂
";negative
We got exam time vaksin tu 💀 pastu semua nak tangguh exam😭;;negative
vaksin ga sakit kan ya?;;neutral
"Pkm kerinjing 22.o9.21
Sinovac 2d
Dosis 1-&gt;
Remaja = 106 orang
Masy umum = 12 orang
Lansia = 1 orang
Mahasiswa = 3… https://t.co/ZR6ULw1elj";;neutral
pam vaksin di Desa madura https://t.co/Sg0cudfRqc;pam vaksin di Desa madura;neutral
"Pkm sungai pinang tgl 22 sept 2021: dosis 1 sinovac murid sma : 67
Pelayan publik: 3
Total 70
Pemakaian vaksin 35
S… https://t.co/bE88pwJra5";;neutral
"@PemkotJogja Selamat Siang Admin, 

Mohon izin bertanya untuk pendaftaran vaksin KTP nasional melalui apa ya?  Kare… https://t.co/yqfh8hWjmI";;neutral
"Undangan u para prinsipal warga Jakarta yg keberatan ttg kebijakan Pemda DKI ttg mandatory vaksin...
Bsk kita kumpu… https://t.co/W19zwGuqJX";;neutral
pam vaksin di Desa madura https://t.co/k1idNd0CM7;pam vaksin di Desa madura;neutral
@Humas_Polda_Ktg Kegiatan vaksinasi massal ini dilakukan serentak di Jawa Tengah dengan dosis yang berjumlah 20 rib… https://t.co/vilgcu6Bza;"Kegiatan vaksinasi massal ini dilakukan serentak di Jawa Tengah dengan dosis yang berjumlah 20 ribu dosis vaksin.

#PercepatKekebalanKomunal
Tercapai Herd Immunity";neutral
@basikal_nana @manjirosukuzaff Kau tau tk dia gigit tangan aku belah kiri dh laa baru lepas vaksin semalam;;neutral
"Aku salah seorang close contact  supporting staffs yg positive covid. After aku fully vaccinated, buat RTK &amp; PCR ba… https://t.co/0DzYXQOoEz";"Aku salah seorang close contact  supporting staffs yg positive covid. After aku fully vaccinated, buat RTK & PCR banyak kali pun still result NEGATIVE. So, sesiapa yang belum ambil vaksin, tolonglah pergi. Putuskan rantaian covid ni & selamatkan your family from this virus. 🙏🏻🙏🏻
";positive
"@ochisukshi Iyakah? Guakan vaksin ditempat kerja eh gbs tp nanti gua mau coba vaksin dibogor:""";;negative
guys yg dom malang kalo mau vaksin buruan ke umm lagi dibuka vaksinasi grates daftar lgsg bisa bgt👍🏻 dosis 2 juga b… https://t.co/nFKvj0hJYv;"guys yg dom malang kalo mau vaksin buruan ke umm lagi dibuka vaksinasi grates daftar lgsg bisa bgt👍🏻 dosis 2 juga bisa 
@infomalang
 
@Diskes_KoMal";positive
Sertifikat vaksin gue ko ga keluar ya..;;negative
@Dennysiregar7 RS skrg Uda sepi px covid bang. Yg terconfirmasi rawat isoter Krn efek vaksin jadi px hanya mengalami gejala ringan.;;neutral
@bertanyarl aku baru vaksin pertama dapet moderna, side effect nya mori apeuda, ngak efeknya kemarem sih linu di ba… https://t.co/xRsOAeuCrH;"aku baru vaksin pertama dapet moderna, side effect nya mori apeuda, ngak efeknya kemarem sih linu di bagian bekas suntikan itu 3 hari sama ngantuknya gilaaa, tapi kata temenku dosis 2 lebih besar efeknya bisa sampe demam gatau dah semoga besok gak demam
";positive
Habis di vaksin di suruh ambil paket beras, terimakasih gerejaku tercinta. https://t.co/E66ggys4TG;"Habis di vaksin di suruh ambil paket beras, terimakasih gerejaku tercinta.
";positive
@tagonphile Lu vaksin di sekolah?;;neutral
@sugarplvmfairy setauku jam' sgini udh abis stok vaksin nya tp cba telfon call centernya dlu deh;;neutral
"Efek vaksin Pfizer aku ko malah laper terus sih bawaannya 😭 
lebih ke perih padahal udah makan pagi &amp; siang";;positive
kepala gue pusing bgt dua hari, apa efek vaksin ya😩😩;;negative
22 mobil gerai vaksin beserta 300 tenaga kesehatan Surabaya resmi bertugas di Sidoarjo. #publisherstory;;neutral
Vaksin untuk virus yang tidak ada obatnya, vaksin apa jadi itu? Aneh, HIV dan DBD gk ada obatnya jg jangan2 nantiny… https://t.co/bAXjqKEsbz;"Vaksin untuk virus yang tidak ada obatnya, vaksin apa jadi itu? Aneh, HIV dan DBD gk ada obatnya jg jangan2 nantinya ada vaksin AIDS juga.
";negative
